Gene Accession Number,Gene Definition,Sample Source,Gene Organism,Isolation Source,Collection Date,Collection Country,Taxon ID,BioProject,BioSample,Assembly,Reference_1,Reference_2,Reference_3,Reference_4,Reference_5,Reference_6,Reference_7,Reference_8,Reference_9,Reference_10,Reference_11,Reference_12,Reference_13,Reference_14,Reference_15,Reference_16,Reference_17,Reference_18,Reference_19,Reference_20,Reference_21,Reference_22,Reference_23,Reference_24,Reference_25,Reference_26,Reference_27,Reference_28,Reference_29,Reference_30,Reference_31,new_collection_date
NZ_CP032631.1,"Pseudomonas syringae pv. actinidiae str. Shaanxi_M228 chromosome, complete genome",Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,,2010-12,China: Shaanxi,taxon:1108972,BioProject:PRJNA224116,BioSample:SAMN02471925,Assembly:GCF_000344475.3,Pseudomonas syringae pv. actinidiae from recent outbreaks of kiwifruit bacterial canker belong to different clones that originated in China,"Complete genome sequence of the kiwifruit pathogen Pseudomonas syringae pv. actinidiae Biovar 3, originating from China",Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-01 00:00:00
NZ_CP032631.1,"Pseudomonas syringae pv. actinidiae str. Shaanxi_M228 chromosome, complete genome",Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,,2010-12,China: Shaanxi,taxon:1108972,BioProject:PRJNA224116,BioSample:SAMN02471925,Assembly:GCF_000344475.3,Pseudomonas syringae pv. actinidiae from recent outbreaks of kiwifruit bacterial canker belong to different clones that originated in China,"Complete genome sequence of the kiwifruit pathogen Pseudomonas syringae pv. actinidiae Biovar 3, originating from China",Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-01 00:00:00
NZ_CP032631.1,"Pseudomonas syringae pv. actinidiae str. Shaanxi_M228 chromosome, complete genome",Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,,2010-12,China: Shaanxi,taxon:1108972,BioProject:PRJNA224116,BioSample:SAMN02471925,Assembly:GCF_000344475.3,Pseudomonas syringae pv. actinidiae from recent outbreaks of kiwifruit bacterial canker belong to different clones that originated in China,"Complete genome sequence of the kiwifruit pathogen Pseudomonas syringae pv. actinidiae Biovar 3, originating from China",Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-01 00:00:00
NZ_CP032631.1,"Pseudomonas syringae pv. actinidiae str. Shaanxi_M228 chromosome, complete genome",Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,,2010-12,China: Shaanxi,taxon:1108972,BioProject:PRJNA224116,BioSample:SAMN02471925,Assembly:GCF_000344475.3,Pseudomonas syringae pv. actinidiae from recent outbreaks of kiwifruit bacterial canker belong to different clones that originated in China,"Complete genome sequence of the kiwifruit pathogen Pseudomonas syringae pv. actinidiae Biovar 3, originating from China",Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-01 00:00:00
NZ_CP032631.1,"Pseudomonas syringae pv. actinidiae str. Shaanxi_M228 chromosome, complete genome",Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,,2010-12,China: Shaanxi,taxon:1108972,BioProject:PRJNA224116,BioSample:SAMN02471925,Assembly:GCF_000344475.3,Pseudomonas syringae pv. actinidiae from recent outbreaks of kiwifruit bacterial canker belong to different clones that originated in China,"Complete genome sequence of the kiwifruit pathogen Pseudomonas syringae pv. actinidiae Biovar 3, originating from China",Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-01 00:00:00
NZ_CP032631.1,"Pseudomonas syringae pv. actinidiae str. Shaanxi_M228 chromosome, complete genome",Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,,2010-12,China: Shaanxi,taxon:1108972,BioProject:PRJNA224116,BioSample:SAMN02471925,Assembly:GCF_000344475.3,Pseudomonas syringae pv. actinidiae from recent outbreaks of kiwifruit bacterial canker belong to different clones that originated in China,"Complete genome sequence of the kiwifruit pathogen Pseudomonas syringae pv. actinidiae Biovar 3, originating from China",Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-01 00:00:00
NC_020514.1,"Paraglaciecola psychrophila 170, complete sequence",Paraglaciecola psychrophila 170,Paraglaciecola psychrophila 170,,,,taxon:1129794,BioProject:PRJNA224116,BioSample:SAMN02603050,Assembly:GCF_000347635.1,Complete Genome Sequence of Glaciecola psychrophila Strain 170T,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020514.1,"Paraglaciecola psychrophila 170, complete sequence",Paraglaciecola psychrophila 170,Paraglaciecola psychrophila 170,,,,taxon:1129794,BioProject:PRJNA224116,BioSample:SAMN02603050,Assembly:GCF_000347635.1,Complete Genome Sequence of Glaciecola psychrophila Strain 170T,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020516.1,"Azoarcus sp. KH32C, complete sequence",Azoarcus sp. KH32C,Azoarcus sp. KH32C,,,,taxon:748247,BioProject:PRJNA224116,BioSample:SAMD00061029,Assembly:GCF_000349945.1,Complete genome sequence of Azoarcus sp. KH32C,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_022349.1,"Vibrio alginolyticus NBRC 15630 = ATCC 17749 chromosome 1, complete sequence",Vibrio alginolyticus NBRC 15630 = ATCC 17749,Vibrio alginolyticus NBRC 15630 = ATCC 17749,,,,taxon:1219076,BioProject:PRJNA224116,BioSample:SAMN02603463,Assembly:GCF_000354175.2,Complete Genome Sequence of Vibrio alginolyticus ATCC 17749T,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020888.1,"Thalassolituus oleivorans MIL-1, complete sequence",Thalassolituus oleivorans MIL-1,Thalassolituus oleivorans MIL-1,sea water sediment collected from a depth of about 5 meters,,"Italy:Sicily, Milazzo harbour",taxon:1298593,BioProject:PRJNA224116,BioSample:SAMEA2272589,Assembly:GCF_000355675.1,Genome Sequence of Thalassolituus oleivorans MIL-1 (DSM 14913T),Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020888.1,"Thalassolituus oleivorans MIL-1, complete sequence",Thalassolituus oleivorans MIL-1,Thalassolituus oleivorans MIL-1,sea water sediment collected from a depth of about 5 meters,,"Italy:Sicily, Milazzo harbour",taxon:1298593,BioProject:PRJNA224116,BioSample:SAMEA2272589,Assembly:GCF_000355675.1,Genome Sequence of Thalassolituus oleivorans MIL-1 (DSM 14913T),Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020888.1,"Thalassolituus oleivorans MIL-1, complete sequence",Thalassolituus oleivorans MIL-1,Thalassolituus oleivorans MIL-1,sea water sediment collected from a depth of about 5 meters,,"Italy:Sicily, Milazzo harbour",taxon:1298593,BioProject:PRJNA224116,BioSample:SAMEA2272589,Assembly:GCF_000355675.1,Genome Sequence of Thalassolituus oleivorans MIL-1 (DSM 14913T),Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020888.1,"Thalassolituus oleivorans MIL-1, complete sequence",Thalassolituus oleivorans MIL-1,Thalassolituus oleivorans MIL-1,sea water sediment collected from a depth of about 5 meters,,"Italy:Sicily, Milazzo harbour",taxon:1298593,BioProject:PRJNA224116,BioSample:SAMEA2272589,Assembly:GCF_000355675.1,Genome Sequence of Thalassolituus oleivorans MIL-1 (DSM 14913T),Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020888.1,"Thalassolituus oleivorans MIL-1, complete sequence",Thalassolituus oleivorans MIL-1,Thalassolituus oleivorans MIL-1,sea water sediment collected from a depth of about 5 meters,,"Italy:Sicily, Milazzo harbour",taxon:1298593,BioProject:PRJNA224116,BioSample:SAMEA2272589,Assembly:GCF_000355675.1,Genome Sequence of Thalassolituus oleivorans MIL-1 (DSM 14913T),Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020888.1,"Thalassolituus oleivorans MIL-1, complete sequence",Thalassolituus oleivorans MIL-1,Thalassolituus oleivorans MIL-1,sea water sediment collected from a depth of about 5 meters,,"Italy:Sicily, Milazzo harbour",taxon:1298593,BioProject:PRJNA224116,BioSample:SAMEA2272589,Assembly:GCF_000355675.1,Genome Sequence of Thalassolituus oleivorans MIL-1 (DSM 14913T),Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020888.1,"Thalassolituus oleivorans MIL-1, complete sequence",Thalassolituus oleivorans MIL-1,Thalassolituus oleivorans MIL-1,sea water sediment collected from a depth of about 5 meters,,"Italy:Sicily, Milazzo harbour",taxon:1298593,BioProject:PRJNA224116,BioSample:SAMEA2272589,Assembly:GCF_000355675.1,Genome Sequence of Thalassolituus oleivorans MIL-1 (DSM 14913T),Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020888.1,"Thalassolituus oleivorans MIL-1, complete sequence",Thalassolituus oleivorans MIL-1,Thalassolituus oleivorans MIL-1,sea water sediment collected from a depth of about 5 meters,,"Italy:Sicily, Milazzo harbour",taxon:1298593,BioProject:PRJNA224116,BioSample:SAMEA2272589,Assembly:GCF_000355675.1,Genome Sequence of Thalassolituus oleivorans MIL-1 (DSM 14913T),Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020888.1,"Thalassolituus oleivorans MIL-1, complete sequence",Thalassolituus oleivorans MIL-1,Thalassolituus oleivorans MIL-1,sea water sediment collected from a depth of about 5 meters,,"Italy:Sicily, Milazzo harbour",taxon:1298593,BioProject:PRJNA224116,BioSample:SAMEA2272589,Assembly:GCF_000355675.1,Genome Sequence of Thalassolituus oleivorans MIL-1 (DSM 14913T),Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_020888.1,"Thalassolituus oleivorans MIL-1, complete sequence",Thalassolituus oleivorans MIL-1,Thalassolituus oleivorans MIL-1,sea water sediment collected from a depth of about 5 meters,,"Italy:Sicily, Milazzo harbour",taxon:1298593,BioProject:PRJNA224116,BioSample:SAMEA2272589,Assembly:GCF_000355675.1,Genome Sequence of Thalassolituus oleivorans MIL-1 (DSM 14913T),Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP006662.2,"Klebsiella pneumoniae strain ATCC BAA-2146 plasmid pHg, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN02152539,Assembly:GCF_000364385.3,Resistance determinants and mobile genetic elements of an NDM-1-encoding Klebsiella pneumoniae strain,Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP006661.1,"Klebsiella pneumoniae strain ATCC BAA-2146 plasmid pNDM-US, complete sequence",Klebsiella pneumoniae,Klebsiella pneumoniae,,,,taxon:573,BioProject:PRJNA224116,BioSample:SAMN02152539,Assembly:GCF_000364385.3,Resistance determinants and mobile genetic elements of an NDM-1-encoding Klebsiella pneumoniae strain,Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021155.1,"Salmonella enterica subsp. enterica serovar Typhimurium str. U288 plasmid pSTU288-1, complete sequence",Salmonella enterica subsp. enterica serovar Typhimurium str. U288,Salmonella enterica subsp. enterica serovar Typhimurium str. U288,,,,taxon:1171376,BioProject:PRJNA224116,BioSample:SAMN02604233,Assembly:GCF_000380325.1,The complete plasmid sequences of Salmonella enterica serovar Typhimurium U288,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP017317.1,"Xanthomonas campestris pv. campestris str. CN14 chromosome, complete genome",Xanthomonas campestris pv. campestris str. CN14,Xanthomonas campestris pv. campestris str. CN14,,,China,taxon:1281282,BioProject:PRJNA224116,BioSample:SAMN02469931,Assembly:GCF_000401735.2,Two ancestral tal effector genes shaped Xanthomonas campestris tal effector gene repertoire,Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP017323.1,"Xanthomonas campestris pv. campestris str. CN15 chromosome, complete genome",Xanthomonas campestris pv. campestris str. CN15,Xanthomonas campestris pv. campestris str. CN15,,,China,taxon:1281283,BioProject:PRJNA224116,BioSample:SAMN02469928,Assembly:GCF_000403575.2,Two ancestral tal effector genes shaped Xanthomonas campestris tal effector gene repertoire,Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP011990.1,"Klebsiella pneumoniae UHKPC33 plasmid pUHKPC33-162.533kb, complete sequence",Klebsiella pneumoniae UHKPC33,Klebsiella pneumoniae UHKPC33,,,,taxon:1284802,BioProject:PRJNA224116,BioSample:SAMN02142014,Assembly:GCF_000417085.2,Population structure of KPC-producing Klebsiella pneumoniae isolates from midwestern U.S. hospitals,Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP011977.1,"Klebsiella pneumoniae DMC1097 plasmid pDMC1097-218.836kb, complete sequence",Klebsiella pneumoniae DMC1097,Klebsiella pneumoniae DMC1097,,,,taxon:1284798,BioProject:PRJNA224116,BioSample:SAMN02141981,Assembly:GCF_000417225.2,Population structure of KPC-producing Klebsiella pneumoniae isolates from midwestern U.S. hospitals,Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021658.1,"Sorangium cellulosum So0157-2, complete sequence",Sorangium cellulosum So0157-2,Sorangium cellulosum So0157-2,,,,taxon:1254432,BioProject:PRJNA224116,BioSample:SAMN02603858,Assembly:GCF_000418325.1,Extraordinary expansion of a Sorangium cellulosum genome from an alkaline milieu,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021658.1,"Sorangium cellulosum So0157-2, complete sequence",Sorangium cellulosum So0157-2,Sorangium cellulosum So0157-2,,,,taxon:1254432,BioProject:PRJNA224116,BioSample:SAMN02603858,Assembly:GCF_000418325.1,Extraordinary expansion of a Sorangium cellulosum genome from an alkaline milieu,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021728.1,"Acinetobacter baumannii BJAB07104 plasmid p2BJAB07104, complete sequence",Acinetobacter baumannii BJAB07104,Acinetobacter baumannii BJAB07104,,,,taxon:1096995,BioProject:PRJNA224116,BioSample:SAMN02604244,Assembly:GCF_000419385.1,Complete genome analysis of three Acinetobacter baumannii clinical isolates in China for insight into the diversification of drug resistance elements,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021728.1,"Acinetobacter baumannii BJAB07104 plasmid p2BJAB07104, complete sequence",Acinetobacter baumannii BJAB07104,Acinetobacter baumannii BJAB07104,,,,taxon:1096995,BioProject:PRJNA224116,BioSample:SAMN02604244,Assembly:GCF_000419385.1,Complete genome analysis of three Acinetobacter baumannii clinical isolates in China for insight into the diversification of drug resistance elements,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021732.1,"Acinetobacter baumannii BJAB0868 plasmid p3BJAB0868, complete sequence",Acinetobacter baumannii BJAB0868,Acinetobacter baumannii BJAB0868,,,,taxon:1096997,BioProject:PRJNA224116,BioSample:SAMN02604246,Assembly:GCF_000419425.1,Complete genome analysis of three Acinetobacter baumannii clinical isolates in China for insight into the diversification of drug resistance elements,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021732.1,"Acinetobacter baumannii BJAB0868 plasmid p3BJAB0868, complete sequence",Acinetobacter baumannii BJAB0868,Acinetobacter baumannii BJAB0868,,,,taxon:1096997,BioProject:PRJNA224116,BioSample:SAMN02604246,Assembly:GCF_000419425.1,Complete genome analysis of three Acinetobacter baumannii clinical isolates in China for insight into the diversification of drug resistance elements,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021813.2,"Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069 plasmid pCFSAN002069_01, complete sequence",Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069,Salmonella enterica subsp. enterica serovar Heidelberg str. CFSAN002069,,,USA: WA,taxon:1271864,BioProject:PRJNA224116,BioSample:SAMN01832089,Assembly:GCF_000430085.2,Complete Genome Sequences of Salmonella enterica Serovar Heidelberg Strains Associated with a Multistate Food-Borne Illness Investigation,Rapid genome closure with Pacific Biosystems technology,Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZ_CP053209.2,"Rhizobium leguminosarum bv. trifolii TA1 plasmid pRltTA1A, complete sequence",Rhizobium leguminosarum bv. trifolii TA1,Rhizobium leguminosarum bv. trifolii TA1,,1955-01,Australia: Tasmania,taxon:754521,BioProject:PRJNA224116,BioSample:SAMN02441074,Assembly:GCF_000430465.3,Direct Submission,Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955-01-01 00:00:00
NZ_CP053209.2,"Rhizobium leguminosarum bv. trifolii TA1 plasmid pRltTA1A, complete sequence",Rhizobium leguminosarum bv. trifolii TA1,Rhizobium leguminosarum bv. trifolii TA1,,1955-01,Australia: Tasmania,taxon:754521,BioProject:PRJNA224116,BioSample:SAMN02441074,Assembly:GCF_000430465.3,Direct Submission,Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955-01-01 00:00:00
NZ_CP053207.2,"Rhizobium leguminosarum bv. trifolii TA1 plasmid pRltTA1C, complete sequence",Rhizobium leguminosarum bv. trifolii TA1,Rhizobium leguminosarum bv. trifolii TA1,,1955-01,Australia: Tasmania,taxon:754521,BioProject:PRJNA224116,BioSample:SAMN02441074,Assembly:GCF_000430465.3,Direct Submission,Direct Submission,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955-01-01 00:00:00
NC_021716.1,"Alteromonas mediterranea 615, complete sequence",Alteromonas mediterranea 615,Alteromonas mediterranea 615,,,,taxon:1300253,BioProject:PRJNA224116,BioSample:SAMN02604124,Assembly:GCF_000439475.1,Genomic diversity of 'deep ecotype' Alteromonas macleodii isolates: evidence for Pan-Mediterranean clonal frames,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_023045.1,"Alteromonas mediterranea MED64, complete sequence",Alteromonas mediterranea MED64,Alteromonas mediterranea MED64,,,,taxon:1300254,BioProject:PRJNA224116,BioSample:SAMN02604122,Assembly:GCF_000439495.1,Genomic diversity of 'deep ecotype' Alteromonas macleodii isolates: evidence for Pan-Mediterranean clonal frames,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021717.1,"Alteromonas mediterranea U7, complete sequence",Alteromonas mediterranea U7,Alteromonas mediterranea U7,,,,taxon:1300256,BioProject:PRJNA224116,BioSample:SAMN02604128,Assembly:GCF_000439535.1,Genomic diversity of 'deep ecotype' Alteromonas macleodii isolates: evidence for Pan-Mediterranean clonal frames,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021717.1,"Alteromonas mediterranea U7, complete sequence",Alteromonas mediterranea U7,Alteromonas mediterranea U7,,,,taxon:1300256,BioProject:PRJNA224116,BioSample:SAMN02604128,Assembly:GCF_000439535.1,Genomic diversity of 'deep ecotype' Alteromonas macleodii isolates: evidence for Pan-Mediterranean clonal frames,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021712.1,"Alteromonas mediterranea U8, complete genome",Alteromonas mediterranea U8,Alteromonas mediterranea U8,,,,taxon:1300257,BioProject:PRJNA224116,BioSample:SAMN02604125,Assembly:GCF_000439555.1,Genomic diversity of 'deep ecotype' Alteromonas macleodii isolates: evidence for Pan-Mediterranean clonal frames,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_021917.1,"Cycloclasticus zancles 78-ME, complete sequence",Cycloclasticus zancles 78-ME,Cycloclasticus zancles 78-ME,tar at the shipwreck site of tanker Haven,,Italy: Arenzano,taxon:1198232,BioProject:PRJNA224116,BioSample:SAMN02603046,Assembly:GCF_000442595.1,Analysis of defence systems and a conjugative IncP-1 plasmid in the marine polyaromatic hydrocarbons-degrading bacterium Cycloclasticus sp. 78-ME,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC_022078.1,"Klebsiella pneumoniae JM45 plasmid p1, complete sequence",Klebsiella pneumoniae JM45,Klebsiella pneumoniae JM45,72-year-old male with cerebral infarction after colon carcinoma resection,07-Apr-2010,,taxon:1380908,BioProject:PRJNA224116,BioSample:SAMN02603607,Assembly:GCF_000445405.1,Comparative genomics analysis of aminoglycoside resistance in multi-drug resistant Klebsiella pneumoniae JM45 isolate,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-07 00:00:00
NC_022078.1,"Klebsiella pneumoniae JM45 plasmid p1, complete sequence",Klebsiella pneumoniae JM45,Klebsiella pneumoniae JM45,72-year-old male with cerebral infarction after colon carcinoma resection,07-Apr-2010,,taxon:1380908,BioProject:PRJNA224116,BioSample:SAMN02603607,Assembly:GCF_000445405.1,Comparative genomics analysis of aminoglycoside resistance in multi-drug resistant Klebsiella pneumoniae JM45 isolate,Direct Submission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-04-07 00:00:00
